,station_id,stationname,date,daytype,rides
22,40560,Jackson/State,12/04/2017,W,"8,365"
169,40560,Jackson/State,12/27/2017,W,"4,336"
414,40560,Jackson/State,12/03/2017,U,"2,619"
622,40560,Jackson/State,12/02/2017,A,"3,534"
702,40560,Jackson/State,12/07/2017,W,"8,080"
709,40560,Jackson/State,12/05/2017,W,"8,535"
745,40560,Jackson/State,12/14/2017,W,"8,362"
827,40560,Jackson/State,12/13/2017,W,"7,927"
941,40560,Jackson/State,12/08/2017,W,"7,331"
994,40560,Jackson/State,12/10/2017,U,"2,202"
1268,40560,Jackson/State,12/09/2017,A,"3,400"
1287,40560,Jackson/State,12/18/2017,W,"7,067"
1367,40560,Jackson/State,12/15/2017,W,"7,308"
1545,40560,Jackson/State,12/31/2017,U,"1,685"
1565,40560,Jackson/State,12/19/2017,W,"7,359"
1647,40560,Jackson/State,12/24/2017,U,"1,298"
1845,40560,Jackson/State,12/25/2017,U,865
2141,40560,Jackson/State,12/28/2017,W,"4,761"
2509,40560,Jackson/State,12/16/2017,A,"3,098"
2608,40560,Jackson/State,12/20/2017,W,"7,170"
2610,40560,Jackson/State,12/23/2017,A,"2,095"
3109,40560,Jackson/State,12/17/2017,U,"2,120"
3170,40560,Jackson/State,12/01/2017,W,"7,884"
3684,40560,Jackson/State,12/21/2017,W,"6,517"
3771,40560,Jackson/State,12/12/2017,W,"8,051"
3913,40560,Jackson/State,12/30/2017,A,"2,134"
3933,40560,Jackson/State,12/29/2017,W,"4,424"
3972,40560,Jackson/State,12/06/2017,W,"8,282"
4415,40560,Jackson/State,12/26/2017,W,"3,362"
4448,40560,Jackson/State,12/11/2017,W,"7,911"
4453,40560,Jackson/State,12/22/2017,W,"5,029"
4718,40560,Jackson/State,01/28/2018,U,"2,266"
4798,40560,Jackson/State,01/22/2018,W,"10,777"
4850,40560,Jackson/State,03/18/2018,U,"2,450"
5175,40560,Jackson/State,03/13/2018,W,"9,860"
5574,40560,Jackson/State,03/12/2018,W,"10,213"
5873,40560,Jackson/State,03/22/2018,W,"8,221"
5935,40560,Jackson/State,02/08/2018,W,"10,692"
5962,40560,Jackson/State,03/25/2018,U,"4,186"
5969,40560,Jackson/State,01/18/2018,W,"10,635"
6088,40560,Jackson/State,03/10/2018,A,"3,496"
6704,40560,Jackson/State,01/19/2018,W,"7,573"
7116,40560,Jackson/State,02/11/2018,U,"1,989"
7168,40560,Jackson/State,01/27/2018,A,"3,181"
7308,40560,Jackson/State,02/22/2018,W,"10,691"
7386,40560,Jackson/State,02/27/2018,W,"10,871"
7608,40560,Jackson/State,01/30/2018,W,"11,150"
7725,40560,Jackson/State,02/24/2018,A,"3,444"
7730,40560,Jackson/State,03/27/2018,W,"10,891"
7735,40560,Jackson/State,02/26/2018,W,"10,572"
7798,40560,Jackson/State,03/19/2018,W,"9,105"
7904,40560,Jackson/State,03/24/2018,A,"3,280"
7950,40560,Jackson/State,01/15/2018,W,"3,365"
8244,40560,Jackson/State,03/30/2018,W,"6,315"
8674,40560,Jackson/State,03/01/2018,W,"10,508"
8890,40560,Jackson/State,03/05/2018,W,"10,030"
8928,40560,Jackson/State,01/05/2018,W,"6,447"
9002,40560,Jackson/State,01/04/2018,W,"9,609"
9370,40560,Jackson/State,01/14/2018,U,"1,881"
9590,40560,Jackson/State,01/31/2018,W,"10,862"
9610,40560,Jackson/State,02/20/2018,W,"11,038"
9642,40560,Jackson/State,02/07/2018,W,"10,957"
