,station_id,stationname,date,daytype,rides
62,41220,Fullerton,12/28/2017,W,"4,600"
391,41220,Fullerton,12/17/2017,U,"4,237"
639,41220,Fullerton,12/20/2017,W,"8,113"
804,41220,Fullerton,12/11/2017,W,"8,249"
1052,41220,Fullerton,12/07/2017,W,"8,765"
1090,41220,Fullerton,12/08/2017,W,"9,243"
1417,41220,Fullerton,12/05/2017,W,"8,810"
1659,41220,Fullerton,12/21/2017,W,"7,662"
1724,41220,Fullerton,12/01/2017,W,"9,800"
1736,41220,Fullerton,12/16/2017,A,"6,414"
1811,41220,Fullerton,12/23/2017,A,"3,625"
1998,41220,Fullerton,12/09/2017,A,"5,822"
2295,41220,Fullerton,12/03/2017,U,"5,255"
2329,41220,Fullerton,12/24/2017,U,"1,932"
2373,41220,Fullerton,12/30/2017,A,"3,419"
2419,41220,Fullerton,12/02/2017,A,"7,777"
3062,41220,Fullerton,12/31/2017,U,"3,384"
3072,41220,Fullerton,12/04/2017,W,"8,861"
3099,41220,Fullerton,12/22/2017,W,"6,298"
3150,41220,Fullerton,12/06/2017,W,"9,013"
3188,41220,Fullerton,12/25/2017,U,795
3199,41220,Fullerton,12/26/2017,W,"2,755"
3359,41220,Fullerton,12/14/2017,W,"8,623"
3395,41220,Fullerton,12/10/2017,U,"4,242"
3475,41220,Fullerton,12/29/2017,W,"4,957"
3515,41220,Fullerton,12/12/2017,W,"8,445"
3674,41220,Fullerton,12/13/2017,W,"8,633"
3677,41220,Fullerton,12/15/2017,W,"8,625"
3983,41220,Fullerton,12/27/2017,W,"3,697"
4256,41220,Fullerton,12/19/2017,W,"8,526"
4489,41220,Fullerton,12/18/2017,W,"8,174"
4604,41220,Fullerton,03/03/2018,A,"7,593"
4646,41220,Fullerton,01/08/2018,W,"13,344"
4737,41220,Fullerton,03/19/2018,W,"9,996"
4875,41220,Fullerton,02/18/2018,U,"5,973"
4917,41220,Fullerton,03/29/2018,W,"13,343"
4938,41220,Fullerton,02/24/2018,A,"7,232"
4960,41220,Fullerton,01/31/2018,W,"13,575"
5014,41220,Fullerton,01/14/2018,U,"4,805"
5029,41220,Fullerton,03/30/2018,W,"8,982"
5321,41220,Fullerton,01/03/2018,W,"12,151"
