,station_id,stationname,date,daytype,rides
245,40070,Jackson/Dearborn,12/08/2017,W,"6,495"
260,40070,Jackson/Dearborn,12/22/2017,W,"4,334"
407,40070,Jackson/Dearborn,12/10/2017,U,"1,691"
752,40070,Jackson/Dearborn,12/19/2017,W,"6,397"
800,40070,Jackson/Dearborn,12/02/2017,A,"2,658"
924,40070,Jackson/Dearborn,12/23/2017,A,"1,735"
1173,40070,Jackson/Dearborn,12/24/2017,U,"1,155"
1399,40070,Jackson/Dearborn,12/16/2017,A,"2,135"
1854,40070,Jackson/Dearborn,12/05/2017,W,"7,207"
2006,40070,Jackson/Dearborn,12/01/2017,W,"6,857"
2008,40070,Jackson/Dearborn,12/14/2017,W,"7,016"
2054,40070,Jackson/Dearborn,12/25/2017,U,728
2123,40070,Jackson/Dearborn,12/29/2017,W,"3,480"
2252,40070,Jackson/Dearborn,12/18/2017,W,"6,349"
2275,40070,Jackson/Dearborn,12/12/2017,W,"6,849"
2318,40070,Jackson/Dearborn,12/31/2017,U,"1,106"
2328,40070,Jackson/Dearborn,12/03/2017,U,"2,199"
2391,40070,Jackson/Dearborn,12/26/2017,W,"2,626"
2413,40070,Jackson/Dearborn,12/28/2017,W,"3,741"
2519,40070,Jackson/Dearborn,12/30/2017,A,"1,332"
2794,40070,Jackson/Dearborn,12/27/2017,W,"3,469"
2810,40070,Jackson/Dearborn,12/15/2017,W,"6,025"
2855,40070,Jackson/Dearborn,12/04/2017,W,"7,199"
2856,40070,Jackson/Dearborn,12/21/2017,W,"5,756"
3152,40070,Jackson/Dearborn,12/17/2017,U,"1,686"
3273,40070,Jackson/Dearborn,12/06/2017,W,"7,231"
3324,40070,Jackson/Dearborn,12/13/2017,W,"6,859"
3816,40070,Jackson/Dearborn,12/20/2017,W,"6,193"
4003,40070,Jackson/Dearborn,12/07/2017,W,"7,194"
4100,40070,Jackson/Dearborn,12/11/2017,W,"6,740"
4139,40070,Jackson/Dearborn,12/09/2017,A,"2,439"
4558,40070,Jackson/Dearborn,03/04/2018,U,"1,714"
4786,40070,Jackson/Dearborn,01/02/2018,W,"5,162"
4927,40070,Jackson/Dearborn,01/25/2018,W,"7,512"
5154,40070,Jackson/Dearborn,03/18/2018,U,"2,018"
5334,40070,Jackson/Dearborn,02/25/2018,U,"1,656"
5376,40070,Jackson/Dearborn,01/06/2018,A,"1,526"
5444,40070,Jackson/Dearborn,03/31/2018,A,"2,088"
5475,40070,Jackson/Dearborn,02/14/2018,W,"7,495"
5527,40070,Jackson/Dearborn,02/06/2018,W,"7,416"
5597,40070,Jackson/Dearborn,02/01/2018,W,"7,417"
5622,40070,Jackson/Dearborn,02/02/2018,W,"6,030"
5624,40070,Jackson/Dearborn,03/14/2018,W,"7,709"
6165,40070,Jackson/Dearborn,02/10/2018,A,"2,129"
6406,40070,Jackson/Dearborn,02/28/2018,W,"7,744"
6748,40070,Jackson/Dearborn,03/19/2018,W,"7,324"
6803,40070,Jackson/Dearborn,01/24/2018,W,"7,641"
6809,40070,Jackson/Dearborn,01/13/2018,A,"1,830"
6812,40070,Jackson/Dearborn,03/28/2018,W,"7,221"
7520,40070,Jackson/Dearborn,01/14/2018,U,"1,431"
7717,40070,Jackson/Dearborn,03/05/2018,W,"6,901"
7783,40070,Jackson/Dearborn,02/04/2018,U,"1,266"
8034,40070,Jackson/Dearborn,02/16/2018,W,"6,690"
8104,40070,Jackson/Dearborn,01/10/2018,W,"6,820"
8281,40070,Jackson/Dearborn,01/11/2018,W,"6,877"
8320,40070,Jackson/Dearborn,01/27/2018,A,"2,222"
8560,40070,Jackson/Dearborn,01/28/2018,U,"1,528"
8634,40070,Jackson/Dearborn,03/10/2018,A,"2,733"
8753,40070,Jackson/Dearborn,02/05/2018,W,"7,056"
8831,40070,Jackson/Dearborn,01/17/2018,W,"7,224"
9051,40070,Jackson/Dearborn,02/23/2018,W,"6,538"
9112,40070,Jackson/Dearborn,03/12/2018,W,"7,436"
9290,40070,Jackson/Dearborn,03/01/2018,W,"7,591"
9437,40070,Jackson/Dearborn,03/30/2018,W,"5,230"
9646,40070,Jackson/Dearborn,02/26/2018,W,"7,492"
10052,40070,Jackson/Dearborn,03/03/2018,A,"2,492"
